sf_id,company_name,industry,sub_industry,annual_revenue,employee_count,headquarters,full_name,title,department,role_type,authority_level,budget_authority,veto_power,tenure,previous_role,education,key_priorities,pain_points,source_file,extraction_confidence,m_a_score,m_a_rationale,ransomware_score,ransomware_rationale,overall_priority,engagement_approach,extraction_date,psi_version
A-150005,Vermont Electric Power Company,,,,,,Cheryl Mullins,"VP, Chief Human Resources Officer (Cultural Champion)",Human Resources,Other C-Suite,Executive Decision Maker,Yes,No,,,,,,Electric_Power_3_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,Emerging Technologies,Advanced Nuclear:** Next-generation reactor technology development,Technology,CIO/CTO,Executive Decision Maker,No,No,,,ms,,,Business_Initiatives.md,0.9,30,M&A relevance: General stakeholder,100,"Ransomware impact: CTO role, Critical infrastructure",Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,AI & Data Center Demand,Microsoft Partnership:** Three Mile Island reactor restart for data center power,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Strategic_Context.md,0.9,30,M&A relevance: General stakeholder,100,"Ransomware impact: CTO role, Critical infrastructure",Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,New Nuclear Development,Small Modular Reactors (SMRs):** Evaluating next-generation nuclear technology,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Strategic_Context.md,0.9,30,M&A relevance: General stakeholder,100,"Ransomware impact: CTO role, Critical infrastructure",Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,Board Memberships and Industry Influence:,Electric Power Research Institute (EPRI) Board,Executive,Board Member,Stakeholder,No,No,,,,,,Constellation_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,80,M&A relevance: Board Member position,45,Ransomware impact: Critical infrastructure,Priority 2,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,Primary Targets:,Joseph Dominguez (CEO): Strategic partnership introduction,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Constellation_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,100,"Ransomware impact: CEO role, Critical infrastructure",Priority 1,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,Technical Deep-Dive Sessions:,Dragos energy sector threat intelligence briefing,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Constellation_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,100,"Ransomware impact: CTO role, Critical infrastructure",Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,Joseph Dominguez,President and Chief Executive Officer,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,s,,,Constellation_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,45,Ransomware impact: Critical infrastructure,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,Mike Koehler,Executive Vice President and Chief Administration Officer,Executive,Other C-Suite,Ultimate Decision Maker,Yes,Yes,,,- 20+ years technology and cybersecurity leadership,,,Constellation_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,45,Ransomware impact: Critical infrastructure,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,Daniel L. Eggers,Executive Vice President and Chief Financial Officer,Executive,CFO,Ultimate Decision Maker,Yes,Yes,,,with Wall Street experience,,,Constellation_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: Chief Financial Officer role,90,"Ransomware impact: CFO position, Critical infrastructure",Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,Bryan Hanson,Executive Vice President and Chief Generation Officer,Executive,Other C-Suite,Ultimate Decision Maker,Yes,Yes,,,s,,,Constellation_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,45,Ransomware impact: Critical infrastructure,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,Kathleen L. Barrón,Executive Vice President and Chief Strategy and Growth Officer,Executive,Other C-Suite,Ultimate Decision Maker,Yes,Yes,,,,,,Constellation_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,45,Ransomware impact: Critical infrastructure,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,David O. Dardis,Executive Vice President and Chief Legal and Policy Officer,Legal,Other C-Suite,Ultimate Decision Maker,Yes,Yes,,,,,,Constellation_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,45,Ransomware impact: Critical infrastructure,Priority 2,Focus on regulatory compliance and liability in M&A context,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,Robert J. Lawless,Chairman of the Board,Executive,Board Member,Ultimate Decision Maker,No,Yes,,CEO and Chairman of McCormick & Company,,,,Constellation_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: Chairman role,45,Ransomware impact: Critical infrastructure,Priority 2,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,Admiral John M. Richardson,Independent Director and Nuclear Oversight Committee Chairman,Technology,CIO/CTO,Ultimate Decision Maker,Yes,Yes,,Chief of Naval Operations (CNO) of U.S. Navy,,,,Constellation_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: Chairman role,100,"Ransomware impact: CTO role, Critical infrastructure",Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-150011,Constellation Energy,"** Electric Utilities, Nuclear Power Generation, Clean Energy",,,"14,000+",,Peter Oppenheimer,Independent Director,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,"SVP and CFO of Apple, Goldman Sachs Board member",,,,Constellation_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,100,"Ransomware impact: CTO role, Critical infrastructure",Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150015,Neara Power Management,,,,,,Daniel Danilatos,Founder & CEO,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,Tech Lead at Google (2008-2012) focusing on real-time collaboration products,from University of New South Wales,ing on real-time collaboration products,,Neara_Power_Management_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-150015,Neara Power Management,,,,,,Karamvir Singh,Chief Product Officer,Executive,Other C-Suite,Executive Decision Maker,Yes,No,September 2018,,s in Commerce (Management) and Software Engineering from UNSW,,,Neara_Power_Management_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150015,Neara Power Management,,,,,,Jack Curtis,Chief Commercial & Operations Officer,Operations,Other C-Suite,Executive Decision Maker,Yes,No,,,,,,Neara_Power_Management_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,40,Ransomware impact: Operational responsibility,Priority 4,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-150016,Archaea Energy,Classification:** Renewable Energy - Natural Gas Production (NAICS 211111),,,,,High Influence / High Interest:,CEO Starlee Sykes (Strategic direction and major investments),Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Engagement_Strategy.md,0.9,85,M&A relevance: CEO role,100,"Ransomware impact: CEO role, Critical infrastructure",Priority 1,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-150016,Archaea Energy,Classification:** Renewable Energy - Natural Gas Production (NAICS 211111),,,,,Medium Influence / High Interest:,Regional Operations Managers (Regional implementation and operations),Operations,Manager,Stakeholder,No,No,,,,,,Engagement_Strategy.md,0.9,30,M&A relevance: General stakeholder,55,"Ransomware impact: Critical infrastructure, Operational responsibility",Priority 4,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-150016,Archaea Energy,Classification:** Renewable Energy - Natural Gas Production (NAICS 211111),,,,,Phase 2: Technical Validation (Weeks 3-6),Technical workshops with VP Engineering/Operations demonstrating AMD facility security enhancement,Security,VP,Decision Influencer,Yes,No,,,,,,Archaea_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,55,"Ransomware impact: Critical infrastructure, Operational responsibility",Priority 4,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-150016,Archaea Energy,Classification:** Renewable Energy - Natural Gas Production (NAICS 211111),,,,,Phase 4: Financial Validation (Weeks 11-12),ROI modeling and financial impact analysis for CFO review and approval,Finance,CFO,Executive Decision Maker,Yes,Yes,,,,,,Archaea_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: CFO role,90,"Ransomware impact: CFO role, Critical infrastructure",Priority 1,Lead with financial risk quantification and M&A valuation impact,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,"James D. Bishop, Jr.",Chairman and Chief Executive Officer (Since 1988),Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,35+ years,,MBA,,,Organization_Foundation.md,0.9,85,M&A relevance: Chairman role,30,Ransomware impact: General stakeholder,Priority 2,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Ross D. Ain,President (Since 2000),Executive,Other,Ultimate Decision Maker,Yes,Yes,,ly Executive Vice President of Caithness Energy,,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,30,Ransomware impact: Other position,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Barbara B. Gollan,Executive Vice President and Managing Director (Since 1990),Technology,CIO/CTO,Ultimate Decision Maker,Yes,Yes,,fuel manager for geothermal projects,MS,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,90,Ransomware impact: CTO role,Priority 1,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Andrew J. Savko,Chief Financial Officer and Senior Vice President (Since 1998),Executive,CFO,Ultimate Decision Maker,Yes,Yes,,,MBA,,,Organization_Foundation.md,0.9,100,M&A relevance: Chief Financial Officer role,75,Ransomware impact: CFO position,Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Vincent G. Giglio,Senior Vice President and Controller (Since 2004),Executive,SVP,Ultimate Decision Maker,Yes,Yes,,,MS,,,Organization_Foundation.md,0.9,75,M&A relevance: Controller role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Tom Cuffaro,"Vice President, Managing Director of Finance (Since 1999)",Finance,CIO/CTO,Ultimate Decision Maker,Yes,Yes,,,MBA,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,90,Ransomware impact: CTO role,Priority 1,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,David V. Casale,Chief Operating Officer (Since 1991),Executive,COO,Executive Decision Maker,Yes,No,,KPMG Peat Marwick auditor,,,,Organization_Foundation.md,0.9,70,M&A relevance: COO position,100,Ransomware impact: Chief Operating Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Thomas Copus,Vice President of Operations (Since 2017),Operations,VP,Ultimate Decision Maker,Yes,Yes,,US Navy propulsion plant operator,,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,40,Ransomware impact: Operational responsibility,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Jack Monahon,Director of Operations (Since 2021),Technology,CIO/CTO,Executive Decision Maker,Yes,No,,"General Manager, combined cycle natural gas plants",,,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,100,"Ransomware impact: CTO role, Operational responsibility",Priority 1,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Mitchell Garber,"Senior Vice President, Engineering, Construction and Project Management (Since 2005)",Executive,SVP,Ultimate Decision Maker,Yes,Yes,,Skanska USA Project Manager,BS,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,John Wanalista,"Vice President, Engineering and Project Management (Since 2016)",Executive,VP,Ultimate Decision Maker,Yes,Yes,,US Navy Nuclear Power Program,MBA,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Juan Alvarez,Senior Director of Electrical Engineering (Since 2010),Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,BS,,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,"Derrel A. Grant, Jr.","Senior Vice President, Development (Since 2004)",Executive,SVP,Ultimate Decision Maker,Yes,Yes,,"Vice President, FPL Energy",MBA,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Gary S. Keevill,"Senior Vice President, Business and Energy Management (Since 2004)",Executive,SVP,Ultimate Decision Maker,Yes,Yes,,El Paso Energy manager,MBA,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Asavari Alvarez,"Vice President, Energy Management (Since 2016)",Executive,VP,Ultimate Decision Maker,Yes,Yes,,,MBA,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Thomas Grace,"Director of Environmental, Health and Safety (12+ years with Caithness)",Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,MS,,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Maryelizabeth Duffy,Human Resource Manager (Since 1986),Executive,Manager,Stakeholder,No,No,39+ years,,BS,,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Tom Copus,Vice President of Operations,Operations,VP,Ultimate Decision Maker,Yes,Yes,,,,,,Caithness_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,40,Ransomware impact: Operational responsibility,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150018,Caithness Energy,** Independent Power Producer (IPP),,,200,,Darel Stokes,Director of Information Technology Projects,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,Caithness_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150019,Eversource Energy,,,,,,Joseph Nolan,President and Chief Executive Officer,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,**: President and CEO since January 2020,,"**: MBA from University of Connecticut, BS Engineering",on operational excellence and regulatory leadership,,Eversource_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150019,Eversource Energy,,,,,,Gregory Butler,Chief Information Officer,Technology,CIO/CTO,Executive Decision Maker,Yes,No,**: CIO since 2018,,,,,Eversource_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: Chief Information Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150019,Eversource Energy,,,,,,John Moreira,Chief Financial Officer,Executive,CFO,Executive Decision Maker,Yes,No,**: CFO since 2016,,,,,Eversource_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: Chief Financial Officer role,75,Ransomware impact: CFO position,Priority 1,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-150019,Eversource Energy,,,,,,Craig Hallstrom,President of Electric Operations,Operations,Other,Ultimate Decision Maker,Yes,Yes,,,,,,Eversource_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,40,"Ransomware impact: Other position, Operational responsibility",Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150020,New Energy Cooperative,"operations, regulatory affairs",,156.2 m,127,,Board of Directors (7,Member Elected Board),Executive,Board Member,Stakeholder,No,No,,,,,,Organization_Foundation.md,0.9,80,M&A relevance: Board Member position,30,Ransomware impact: General stakeholder,Priority 2,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-150020,New Energy Cooperative,"operations, regulatory affairs",,156.2 m,127,,Revenue Diversification Initiatives:,Broadband Services: Feasibility study completed October 2024,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Strategic_Context.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-150020,New Energy Cooperative,"operations, regulatory affairs",,156.2 m,127,,Robert A. Carlson - Vice President,Third-generation dairy farming operation (450 head),Executive,Other,Stakeholder,No,No,,,,,,New_Energy_Cooperative_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: Other position,30,Ransomware impact: Other position,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-150020,New Energy Cooperative,"operations, regulatory affairs",,156.2 m,127,,Differentiation Opportunities:,Agricultural cooperative sector expertise and rural community understanding,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,ed value proposition and cooperative governance alignment,,New_Energy_Cooperative_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,70,M&A relevance: COO role,100,Ransomware impact: COO role,Priority 1,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-150020,New Energy Cooperative,"operations, regulatory affairs",,156.2 m,127,,Decision Progression:,CEO advocacy and agricultural member value champion development,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,New_Energy_Cooperative_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,Mary K.W. Jones,"Senior Vice President, Chief Financial Officer",Executive,CFO,Ultimate Decision Maker,Yes,Yes,,,,,,Organization_Foundation.md,0.9,100,M&A relevance: Chief Financial Officer role,75,Ransomware impact: CFO position,Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,Cory J. Reed,"President, Agriculture & Turf Division",Executive,Other,Ultimate Decision Maker,Yes,Yes,,,,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,30,Ransomware impact: Other position,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,John Stone,"President, Construction & Forestry Division",Executive,Other,Ultimate Decision Maker,Yes,Yes,,,,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,30,Ransomware impact: Other position,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,Shane Hoyer,"Senior Vice President, Technology & Business Development",Technology,SVP,Ultimate Decision Maker,Yes,Yes,,,,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,Marc A. Howze,"Senior Vice President, Chief Administrative Officer",Executive,Other C-Suite,Ultimate Decision Maker,Yes,Yes,,,,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,Ganesh Jayaram,"Senior Vice President, Chief Information Officer",Technology,CIO/CTO,Ultimate Decision Maker,Yes,Yes,,,,,,Organization_Foundation.md,0.9,85,M&A relevance: President role,90,Ransomware impact: Chief Information Officer role,Priority 1,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,Penelope L. Deemer,"Vice President, General Counsel & Secretary",Legal,VP,Ultimate Decision Maker,Yes,Yes,,,,,,Organization_Foundation.md,0.9,85,M&A relevance: General Counsel role,30,Ransomware impact: General stakeholder,Priority 2,Focus on regulatory compliance and liability in M&A context,2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,James Johnson,Chief Information Security Officer (CISO),Technology,CIO/CTO,Executive Decision Maker,Yes,No,July 2014),,ms,"Areas:** Industrial IoT security, connected machine protection, financial product security",,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,95,Ransomware impact: CISO role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,Technology Organization (ENHANCED),"IT Leadership:** Ganesh Jayaram, SVP Chief Information Officer",Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,Organization_Foundation.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: Chief Information Officer role,Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,John C. May,Chairman & CEO,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,** Strategic digital transformation and cybersecurity leadership,,Engagement_Strategy.md,0.9,85,M&A relevance: Chairman role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,Autonomous Technology Development,Self-Driving Tractors:** GPS-guided precision with sub-inch accuracy,Technology,CIO/CTO,Executive Decision Maker,No,No,,,ms,,,Strategic_Context.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,Key Decision-Maker Assessment:,CEO John C. May: Agricultural industry veteran with sustainability focus and operational excellence commitment,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,John_Deere_Company_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-150021,John Deere Company,"Classification:** Agricultural, Construction & Forestry Equipment Manufacturing",,,,,Jahmy Hindman,Chief Technology Officer,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,roles at General Motors with focus on autonomous vehicle development,ms,on autonomous vehicle development,,John_Deere_Company_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: Chief Technology Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
